booking_id,guest_id,property_id,room_id,booking_date,check_in_date,check_out_date,number_of_nights,booking_channel,nightly_rate,total_price,status,payment_method,guests_count
BK00002212,GUEST003240,PROP005,PROP005_R0019,2024-01-09,2024-02-06,2024-02-11,5,Travel Agency,402.99,2014.93,Completed,Bank Transfer,3
BK00002213,GUEST003088,PROP003,PROP003_R0012,2022-04-18,2022-04-26,2022-04-29,3,Hotel.com,445.5,1336.51,No-Show,PayPal,4
BK00002214,GUEST004011,PROP004,PROP004_R0029,2022-09-20,2022-10-15,2022-10-18,3,Hotel.com,207.96,623.89,Completed,Credit Card,2
BK00002215,GUEST004650,PROP002,PROP002_R0013,2024-01-01,2024-02-18,2024-02-20,2,Travel Agency,465.21,930.42,Completed,PayPal,4
BK00002216,GUEST002744,PROP010,PROP010_R0015,2023-12-31,2024-02-07,2024-02-09,2,Direct Website,308.14,616.29,Completed,Cash,2
BK00002217,GUEST003982,PROP003,PROP003_R0012,2024-06-17,2024-07-12,2024-07-15,3,Travel Agency,514.77,1544.31,Completed,Credit Card,3
BK00002218,GUEST002447,PROP002,PROP002_R0025,2022-04-03,2022-04-05,2022-04-06,1,Expedia,523.72,523.72,Completed,Cash,2
BK00002219,GUEST002650,PROP009,PROP009_R0013,2022-01-06,2022-01-18,2022-01-21,3,Travel Agency,642.33,1927.0,Completed,Bank Transfer,3
BK00002220,GUEST000521,PROP006,PROP006_R0010,2023-03-03,2023-04-26,2023-05-01,5,Hotel.com,443.03,2215.14,Completed,Bank Transfer,3
BK00002221,GUEST002096,PROP005,PROP005_R0016,2024-03-28,2024-04-28,2024-05-02,4,Booking.com,205.2,820.81,Completed,PayPal,2
BK00002222,GUEST004370,PROP003,PROP003_R0001,2023-04-14,2023-05-21,2023-05-24,3,Travel Agency,393.79,1181.38,Completed,Credit Card,1
BK00002223,GUEST003841,PROP005,PROP005_R0022,2023-05-09,2023-05-24,2023-05-28,4,Airbnb,225.19,900.76,Completed,Cash,1
BK00002224,GUEST002959,PROP005,PROP005_R0011,2023-07-20,2023-08-14,2023-08-16,2,Airbnb,361.79,723.58,Completed,Cash,1
BK00002225,GUEST003951,PROP006,PROP006_R0028,2023-08-22,2023-09-29,2023-09-30,1,Travel Agency,131.47,131.47,Completed,Cash,2
BK00002226,GUEST002930,PROP003,PROP003_R0023,2022-07-10,2022-07-18,2022-07-21,3,Hotel.com,687.07,2061.2,Completed,Bank Transfer,3
BK00002228,GUEST004831,PROP008,PROP008_R0027,2023-10-11,2023-10-25,2023-10-27,2,Travel Agency,330.98,661.97,Completed,Credit Card,1
BK00002229,GUEST000067,PROP003,PROP003_R0019,2023-08-16,2023-08-17,2023-08-22,5,Booking.com,140.45,702.25,Completed,Cash,3
BK00002230,GUEST001998,PROP005,PROP005_R0008,2024-06-21,2024-07-23,2024-08-06,14,Hotel.com,86.69,1213.72,Completed,Credit Card,4
BK00002231,GUEST000777,PROP007,PROP007_R0021,2024-11-18,2024-12-01,2024-12-04,3,Hotel.com,468.87,1406.61,Completed,Cash,1
BK00002232,GUEST003064,PROP009,PROP009_R0024,2024-10-25,2024-10-29,2024-11-01,3,Travel Agency,412.13,1236.4,Completed,Credit Card,1
BK00002233,GUEST004391,PROP002,PROP002_R0003,2024-09-10,2024-09-26,2024-09-28,2,Airbnb,356.46,712.92,Completed,Bank Transfer,1
BK00002234,GUEST001689,PROP005,PROP005_R0019,2022-06-22,2022-07-13,2022-07-14,1,Expedia,708.22,708.22,Completed,Cash,1
BK00002235,GUEST002050,PROP002,PROP002_R0007,2023-04-14,2023-05-12,2023-05-22,10,Direct Website,271.73,2717.29,Cancelled,Bank Transfer,4
BK00002236,GUEST003380,PROP009,PROP009_R0006,2022-12-16,2023-01-26,2023-02-02,7,Expedia,98.55,689.86,Completed,PayPal,1
BK00002237,GUEST003981,PROP001,PROP001_R0025,2022-06-08,2022-07-14,2022-07-15,1,Expedia,152.11,152.11,Completed,Credit Card,4
BK00002238,GUEST000372,PROP002,PROP002_R0030,2024-04-10,2024-05-21,2024-05-24,3,Corporate,113.25,339.76,Completed,Credit Card,3
BK00002239,GUEST002468,PROP007,PROP007_R0001,2022-09-21,2022-10-13,2022-10-15,2,Hotel.com,294.09,588.18,Completed,Credit Card,4
BK00002240,GUEST003331,PROP001,PROP001_R0017,2022-01-05,2022-01-15,2022-01-18,3,Airbnb,104.35,313.05,Completed,PayPal,4
BK00002241,GUEST001622,PROP010,PROP010_R0027,2023-05-16,2023-07-15,2023-07-18,3,Airbnb,592.33,1776.99,Completed,Cash,1
BK00002242,GUEST002157,PROP006,PROP006_R0018,2023-01-03,2023-02-18,2023-02-21,3,Expedia,211.73,635.18,Completed,PayPal,2
BK00002243,GUEST003312,PROP001,PROP001_R0014,2022-03-10,2022-03-14,2022-03-28,14,Travel Agency,163.8,2293.19,Completed,Cash,2
BK00002244,GUEST000445,PROP004,PROP004_R0009,2023-01-14,2023-02-16,2023-02-17,1,Airbnb,386.32,386.32,Completed,PayPal,4
BK00002245,GUEST002746,PROP006,PROP006_R0021,2022-02-08,2022-03-24,2022-03-29,5,Expedia,224.19,1120.97,Completed,Bank Transfer,3
BK00002246,GUEST001378,PROP003,PROP003_R0002,2023-08-14,2023-10-01,2023-10-05,4,Corporate,201.1,804.39,Completed,Bank Transfer,1
BK00002247,GUEST002370,PROP002,PROP002_R0001,2022-11-11,2022-11-13,2022-11-14,1,Travel Agency,149.62,149.62,Completed,Cash,4
BK00002248,GUEST003936,PROP007,PROP007_R0030,2022-03-17,2022-03-24,2022-03-25,1,Booking.com,270.74,270.74,Completed,Cash,3
BK00002249,GUEST002098,PROP002,PROP002_R0017,2023-10-17,2023-12-04,2023-12-11,7,Expedia,115.62,809.37,Cancelled,Bank Transfer,2
BK00002250,GUEST000782,PROP001,PROP001_R0026,2024-04-02,2024-04-30,2024-05-04,4,Expedia,351.41,1405.64,Completed,Cash,2
BK00002251,GUEST004255,PROP004,PROP004_R0001,2022-10-16,2022-10-25,2022-10-28,3,Direct Website,409.46,1228.38,Completed,Bank Transfer,2
BK00002252,GUEST002277,PROP003,PROP003_R0021,2022-03-18,2022-03-21,2022-03-22,1,Hotel.com,181.45,181.45,Completed,Bank Transfer,3
BK00002253,GUEST004810,PROP004,PROP004_R0011,2022-09-25,2022-10-07,2022-10-09,2,Expedia,206.03,412.06,Completed,PayPal,2
BK00002254,GUEST003052,PROP001,PROP001_R0019,2024-02-13,2024-02-22,2024-02-23,1,Corporate,366.08,366.08,Completed,Cash,1
BK00002255,GUEST000380,PROP002,PROP002_R0030,2022-06-04,2022-06-12,2022-06-14,2,Airbnb,125.73,251.45,Completed,Bank Transfer,2
BK00002256,GUEST004377,PROP005,PROP005_R0030,2023-09-21,2023-10-05,2023-10-15,10,Booking.com,529.78,5297.75,Completed,Cash,2
BK00002257,GUEST000828,PROP010,PROP010_R0012,2023-01-30,2023-02-14,2023-02-21,7,Booking.com,56.92,398.47,Completed,Bank Transfer,2
BK00002258,GUEST001488,PROP006,PROP006_R0014,2024-11-24,2024-12-19,2024-12-26,7,Booking.com,128.57,900.0,Completed,Bank Transfer,1
BK00002259,GUEST001297,PROP004,PROP004_R0030,2023-05-14,2023-06-30,2023-07-07,7,Travel Agency,550.67,3854.69,Completed,Cash,3
BK00002260,GUEST003373,PROP006,PROP006_R0023,2023-08-04,2023-08-26,2023-08-28,2,Hotel.com,583.83,1167.66,Completed,Bank Transfer,2
BK00002261,GUEST002493,PROP004,PROP004_R0005,2023-01-16,2023-02-18,2023-02-23,5,Booking.com,237.72,1188.61,Completed,Credit Card,4
BK00002262,GUEST002441,PROP005,PROP005_R0005,2024-06-25,2024-07-23,2024-07-25,2,Hotel.com,403.08,806.17,Cancelled,Credit Card,1
BK00002263,GUEST002161,PROP003,PROP003_R0011,2024-11-14,2024-12-12,2024-12-14,2,Direct Website,287.77,575.54,Completed,Bank Transfer,4
BK00002264,GUEST002193,PROP004,PROP004_R0006,2022-12-23,2023-02-09,2023-02-19,10,Airbnb,129.09,1290.85,Completed,Credit Card,1
BK00002265,GUEST002922,PROP010,PROP010_R0018,2023-05-22,2023-06-19,2023-06-26,7,Hotel.com,149.42,1045.94,Completed,Credit Card,4
BK00002266,GUEST001987,PROP008,PROP008_R0022,2023-07-21,2023-09-02,2023-09-03,1,Travel Agency,484.16,484.16,Completed,Credit Card,3
BK00002267,GUEST003866,PROP003,PROP003_R0020,2023-04-21,2023-05-14,2023-05-16,2,Hotel.com,148.93,297.85,Completed,PayPal,4
BK00002268,GUEST002742,PROP002,PROP002_R0010,2022-12-30,2023-01-24,2023-01-26,2,Travel Agency,234.74,469.49,Completed,Cash,4
BK00002269,GUEST002724,PROP006,PROP006_R0011,2022-05-16,2022-06-03,2022-06-13,10,Corporate,421.55,4215.49,Completed,PayPal,4
BK00002270,GUEST001292,PROP007,PROP007_R0017,2024-01-28,2024-03-19,2024-03-21,2,Direct Website,360.38,720.77,Completed,Cash,2
BK00002271,GUEST000497,PROP009,PROP009_R0014,2024-05-03,2024-05-30,2024-06-01,2,Hotel.com,137.82,275.63,Completed,Bank Transfer,3
BK00002272,GUEST002184,PROP002,PROP002_R0001,2024-08-26,2024-10-16,2024-10-23,7,Corporate,230.49,1613.42,Completed,Cash,3
BK00002273,GUEST002042,PROP004,PROP004_R0008,2024-04-08,2024-06-02,2024-06-04,2,Direct Website,637.91,1275.81,No-Show,Credit Card,3
BK00002274,GUEST002364,PROP003,PROP003_R0017,2024-06-23,2024-08-12,2024-08-17,5,Corporate,725.38,3626.91,Completed,Cash,3
BK00002275,GUEST003558,PROP007,PROP007_R0020,2023-10-13,2023-11-25,2023-11-28,3,Airbnb,182.85,548.55,Completed,Cash,2
BK00002276,GUEST001708,PROP006,PROP006_R0016,2024-04-15,2024-04-24,2024-04-25,1,Airbnb,386.53,386.53,Completed,Credit Card,3
BK00002277,GUEST001263,PROP004,PROP004_R0002,2023-08-17,2023-08-30,2023-09-06,7,Expedia,686.86,4808.02,Completed,Bank Transfer,4
BK00002278,GUEST004853,PROP008,PROP008_R0025,2022-11-05,2022-11-25,2022-11-26,1,Airbnb,358.86,358.86,Completed,PayPal,1
BK00002279,GUEST003890,PROP006,PROP006_R0020,2022-06-17,2022-06-28,2022-07-12,14,Direct Website,496.46,6950.51,Completed,Credit Card,4
BK00002280,GUEST001610,PROP007,PROP007_R0022,2023-04-05,2023-04-26,2023-04-29,3,Direct Website,191.66,574.97,Completed,Credit Card,3
BK00002281,GUEST002348,PROP004,PROP004_R0029,2024-04-21,2024-05-27,2024-05-28,1,Hotel.com,233.93,233.93,Completed,Cash,3
BK00002282,GUEST003516,PROP009,PROP009_R0027,2023-05-20,2023-07-02,2023-07-03,1,Travel Agency,420.74,420.74,Completed,PayPal,1
BK00002283,GUEST000830,PROP007,PROP007_R0005,2024-03-16,2024-05-02,2024-05-07,5,Corporate,546.14,2730.68,Completed,Bank Transfer,2
BK00002284,GUEST004633,PROP005,PROP005_R0008,2024-08-21,2024-09-28,2024-10-05,7,Travel Agency,67.55,472.83,Completed,Credit Card,2
BK00002285,GUEST004985,PROP010,PROP010_R0010,2022-06-08,2022-07-05,2022-07-10,5,Travel Agency,574.77,2873.86,Completed,Credit Card,1
BK00002286,GUEST001840,PROP006,PROP006_R0018,2024-10-21,2024-10-27,2024-10-31,4,Direct Website,218.49,873.98,Completed,PayPal,1
BK00002287,GUEST004222,PROP007,PROP007_R0005,2023-02-07,2023-03-24,2023-03-26,2,Booking.com,394.78,789.56,Completed,PayPal,4
BK00002288,GUEST000240,PROP002,PROP002_R0019,2023-05-17,2023-05-19,2023-05-20,1,Travel Agency,166.63,166.63,Completed,Credit Card,4
BK00002289,GUEST003883,PROP004,PROP004_R0014,2022-09-25,2022-10-20,2022-10-21,1,Booking.com,276.63,276.63,Completed,Credit Card,1
BK00002290,GUEST001361,PROP008,PROP008_R0014,2022-01-09,2022-01-16,2022-01-21,5,Expedia,271.95,1359.74,Completed,Bank Transfer,3
BK00002291,GUEST003471,PROP009,PROP009_R0006,2024-09-14,2024-10-20,2024-10-22,2,Booking.com,85.57,171.15,Completed,Bank Transfer,1
BK00002292,GUEST001147,PROP009,PROP009_R0018,2024-03-02,2024-04-18,2024-04-21,3,Booking.com,129.55,388.65,Completed,PayPal,3
BK00002293,GUEST001704,PROP010,PROP010_R0008,2022-08-30,2022-09-08,2022-09-10,2,Travel Agency,213.25,426.51,Completed,Cash,1
BK00002294,GUEST003263,PROP005,PROP005_R0025,2023-02-07,2023-03-17,2023-03-19,2,Airbnb,81.98,163.95,Completed,Bank Transfer,3
BK00002295,GUEST003252,PROP008,PROP008_R0002,2023-01-12,2023-02-02,2023-02-07,5,Corporate,344.16,1720.78,Completed,Cash,3
BK00002296,GUEST004737,PROP003,PROP003_R0021,2022-12-03,2022-12-28,2022-12-31,3,Expedia,298.02,894.05,Completed,Credit Card,3
BK00002297,GUEST003322,PROP006,PROP006_R0019,2023-02-25,2023-04-25,2023-04-26,1,Airbnb,322.83,322.83,Completed,Bank Transfer,2
BK00002298,GUEST000892,PROP010,PROP010_R0013,2024-07-31,2024-08-09,2024-08-12,3,Hotel.com,402.09,1206.27,Completed,PayPal,3
BK00002299,GUEST001764,PROP001,PROP001_R0007,2024-03-20,2024-05-12,2024-05-14,2,Travel Agency,550.96,1101.92,Completed,PayPal,3
BK00002300,GUEST000655,PROP009,PROP009_R0007,2022-08-13,2022-08-25,2022-09-01,7,Airbnb,706.72,4947.06,Completed,Bank Transfer,4
BK00002301,GUEST002394,PROP007,PROP007_R0018,2024-07-31,2024-08-06,2024-08-08,2,Direct Website,171.48,342.95,Completed,Bank Transfer,4
BK00002302,GUEST000210,PROP008,PROP008_R0022,2024-04-23,2024-06-06,2024-06-07,1,Direct Website,604.2,604.2,Completed,Cash,2
BK00002303,GUEST002693,PROP004,PROP004_R0018,2023-03-28,2023-05-06,2023-05-07,1,Corporate,500.32,500.32,Completed,Bank Transfer,1
BK00002304,GUEST000860,PROP001,PROP001_R0003,2024-03-08,2024-03-15,2024-03-16,1,Hotel.com,244.16,244.16,Completed,Cash,2
BK00002305,GUEST004680,PROP006,PROP006_R0021,2022-02-26,2022-03-06,2022-03-08,2,Direct Website,225.03,450.05,Completed,Bank Transfer,4
BK00002306,GUEST004651,PROP004,PROP004_R0017,2023-07-12,2023-08-28,2023-09-04,7,Travel Agency,665.68,4659.77,Completed,Credit Card,1
BK00002307,GUEST001595,PROP002,PROP002_R0028,2023-04-09,2023-04-24,2023-04-25,1,Booking.com,407.5,407.5,Completed,Cash,3
BK00002308,GUEST001765,PROP005,PROP005_R0019,2024-09-02,2024-10-31,2024-11-04,4,Corporate,577.35,2309.41,Completed,PayPal,4
BK00002309,GUEST001681,PROP008,PROP008_R0009,2023-07-15,2023-08-19,2023-08-21,2,Hotel.com,658.43,1316.86,Completed,Credit Card,1
BK00002310,GUEST000374,PROP005,PROP005_R0027,2023-06-28,2023-07-04,2023-07-11,7,Airbnb,536.76,3757.33,Completed,Bank Transfer,1
BK00002311,GUEST003557,PROP002,PROP002_R0021,2024-10-07,2024-11-15,2024-11-25,10,Direct Website,374.77,3747.67,Completed,PayPal,2
BK00002312,GUEST000606,PROP001,PROP001_R0028,2023-05-30,2023-07-28,2023-07-30,2,Hotel.com,377.56,755.11,Completed,PayPal,1
BK00002313,GUEST003281,PROP002,PROP002_R0019,2022-01-22,2022-02-10,2022-02-12,2,Travel Agency,135.34,270.69,Completed,Credit Card,1
BK00002314,GUEST000390,PROP001,PROP001_R0024,2023-10-01,2023-11-12,2023-11-14,2,Travel Agency,213.17,426.33,Completed,Bank Transfer,2
BK00002316,GUEST003417,PROP007,PROP007_R0023,2022-09-01,2022-09-27,2022-09-29,2,Hotel.com,72.4,144.8,Completed,Bank Transfer,1
BK00002317,GUEST004934,PROP002,PROP002_R0003,2022-03-23,2022-04-08,2022-04-10,2,Travel Agency,375.19,750.39,Completed,PayPal,3
BK00002318,GUEST001000,PROP003,PROP003_R0028,2023-02-15,2023-03-04,2023-03-06,2,Direct Website,189.06,378.13,Completed,Bank Transfer,3
BK00002319,GUEST004535,PROP005,PROP005_R0026,2023-06-19,2023-08-15,2023-08-17,2,Booking.com,476.35,952.69,Completed,Bank Transfer,2
BK00002320,GUEST001717,PROP001,PROP001_R0013,2023-10-16,2023-10-29,2023-11-05,7,Corporate,383.52,2684.67,Completed,PayPal,1
BK00002321,GUEST000503,PROP007,PROP007_R0008,2024-09-06,2024-10-13,2024-10-14,1,Travel Agency,341.1,341.1,Completed,Credit Card,1
BK00002322,GUEST004848,PROP008,PROP008_R0025,2022-07-24,2022-08-07,2022-08-11,4,Expedia,559.87,2239.47,Completed,Bank Transfer,4
BK00002323,GUEST000655,PROP001,PROP001_R0019,2023-10-26,2023-12-16,2023-12-19,3,Hotel.com,592.4,1777.21,No-Show,Credit Card,4
BK00002324,GUEST000708,PROP002,PROP002_R0024,2024-10-11,2024-10-19,2024-10-26,7,Expedia,201.56,1410.9,Completed,PayPal,2
BK00002325,GUEST000801,PROP003,PROP003_R0026,2023-09-26,2023-11-25,2023-11-26,1,Expedia,144.7,144.7,Completed,Cash,1
BK00002326,GUEST002486,PROP003,PROP003_R0030,2024-08-08,2024-09-20,2024-09-21,1,Corporate,72.74,72.74,Completed,Credit Card,1
BK00002327,GUEST004267,PROP003,PROP003_R0011,2022-06-30,2022-07-19,2022-07-20,1,Corporate,346.45,346.45,Completed,Cash,1
BK00002329,GUEST002598,PROP005,PROP005_R0012,2022-10-07,2022-12-05,2022-12-09,4,Hotel.com,242.36,969.45,Completed,Credit Card,4
BK00002330,GUEST004978,PROP002,PROP002_R0002,2023-03-13,2023-04-10,2023-04-11,1,Travel Agency,180.3,180.3,Completed,PayPal,4
BK00002331,GUEST003019,PROP009,PROP009_R0012,2024-10-02,2024-10-27,2024-11-01,5,Expedia,433.41,2167.05,Completed,Cash,3
BK00002332,GUEST001537,PROP007,PROP007_R0006,2022-05-27,2022-06-12,2022-06-15,3,Direct Website,234.01,702.03,Completed,Bank Transfer,1
BK00002333,GUEST004091,PROP001,PROP001_R0026,2023-09-10,2023-10-20,2023-10-27,7,Booking.com,376.23,2633.63,Completed,Cash,1
BK00002334,GUEST001001,PROP007,PROP007_R0027,2023-08-10,2023-08-21,2023-08-25,4,Travel Agency,474.71,1898.83,Completed,PayPal,2
BK00002335,GUEST000975,PROP003,PROP003_R0010,2023-12-15,2024-01-03,2024-01-05,2,Direct Website,193.01,386.01,Completed,Credit Card,1
BK00002336,GUEST001946,PROP002,PROP002_R0027,2022-06-18,2022-08-16,2022-08-17,1,Airbnb,536.19,536.19,Completed,Bank Transfer,3
BK00002337,GUEST002716,PROP004,PROP004_R0018,2022-04-16,2022-05-13,2022-05-16,3,Booking.com,507.24,1521.71,Completed,PayPal,4
BK00002338,GUEST003183,PROP003,PROP003_R0006,2022-05-17,2022-06-13,2022-06-14,1,Hotel.com,473.87,473.87,Completed,PayPal,3
BK00002339,GUEST002762,PROP006,PROP006_R0021,2022-12-09,2022-12-30,2023-01-02,3,Hotel.com,296.83,890.48,Completed,Cash,2
BK00002340,GUEST002555,PROP008,PROP008_R0005,2022-06-03,2022-06-04,2022-06-05,1,Direct Website,545.41,545.41,Completed,PayPal,2
BK00002341,GUEST002319,PROP006,PROP006_R0002,2024-09-23,2024-11-09,2024-11-12,3,Travel Agency,305.31,915.94,Completed,Credit Card,1
BK00002342,GUEST004783,PROP008,PROP008_R0016,2023-07-20,2023-08-23,2023-08-26,3,Travel Agency,300.11,900.33,Completed,Credit Card,3
BK00002343,GUEST003199,PROP007,PROP007_R0003,2023-08-02,2023-09-04,2023-09-09,5,Booking.com,128.96,644.82,Completed,Bank Transfer,2
BK00002344,GUEST000251,PROP001,PROP001_R0022,2024-01-27,2024-02-03,2024-02-13,10,Travel Agency,200.51,2005.14,Completed,Bank Transfer,3
BK00002345,GUEST003699,PROP007,PROP007_R0016,2023-12-14,2024-01-26,2024-01-28,2,Airbnb,452.64,905.27,Completed,Bank Transfer,4
BK00002346,GUEST002996,PROP004,PROP004_R0026,2024-01-16,2024-03-06,2024-03-13,7,Corporate,239.51,1676.6,Completed,Cash,3
BK00002347,GUEST001510,PROP003,PROP003_R0004,2024-07-07,2024-08-17,2024-08-27,10,Corporate,592.75,5927.47,Completed,PayPal,1
BK00002348,GUEST001279,PROP008,PROP008_R0029,2024-03-09,2024-04-04,2024-04-05,1,Expedia,168.18,168.18,Completed,Bank Transfer,2
BK00002349,GUEST003319,PROP006,PROP006_R0007,2024-01-22,2024-01-24,2024-01-28,4,Booking.com,272.3,1089.18,Completed,PayPal,3
BK00002350,GUEST000066,PROP007,PROP007_R0010,2024-09-02,2024-09-04,2024-09-07,3,Hotel.com,169.04,507.13,Completed,Bank Transfer,1
BK00002351,GUEST002409,PROP002,PROP002_R0030,2023-07-17,2023-07-25,2023-07-27,2,Booking.com,127.83,255.66,Completed,PayPal,2
BK00002352,GUEST003098,PROP001,PROP001_R0026,2024-11-08,2024-12-20,2024-12-24,4,Corporate,465.9,1863.61,Completed,Cash,4
BK00002353,GUEST002136,PROP003,PROP003_R0003,2022-03-24,2022-05-14,2022-05-21,7,Airbnb,211.62,1481.35,Completed,Cash,4
BK00002354,GUEST000043,PROP002,PROP002_R0022,2022-01-08,2022-02-18,2022-02-23,5,Expedia,349.4,1747.0,Completed,Bank Transfer,4
BK00002355,GUEST004436,PROP007,PROP007_R0001,2022-05-01,2022-06-14,2022-06-21,7,Expedia,362.12,2534.81,Completed,Bank Transfer,3
BK00002356,GUEST003981,PROP002,PROP002_R0022,2022-10-05,2022-11-09,2022-11-16,7,Expedia,359.06,2513.42,Completed,Credit Card,2
BK00002357,GUEST003865,PROP001,PROP001_R0027,2024-04-14,2024-04-25,2024-04-29,4,Travel Agency,550.76,2203.05,Completed,Bank Transfer,2
BK00002358,GUEST000912,PROP009,PROP009_R0001,2022-09-07,2022-09-30,2022-10-14,14,Hotel.com,251.05,3514.66,Completed,Bank Transfer,2
BK00002359,GUEST001879,PROP003,PROP003_R0025,2022-10-20,2022-11-25,2022-12-02,7,Travel Agency,234.97,1644.8,Completed,Cash,2
BK00002360,GUEST001434,PROP003,PROP003_R0029,2022-11-14,2022-12-03,2022-12-17,14,Booking.com,177.65,2487.12,Completed,Bank Transfer,1
BK00002361,GUEST002276,PROP009,PROP009_R0009,2024-08-22,2024-09-12,2024-09-13,1,Airbnb,61.84,61.84,Completed,PayPal,2
BK00002362,GUEST001578,PROP009,PROP009_R0006,2024-01-04,2024-02-12,2024-02-14,2,Expedia,56.31,112.62,Completed,PayPal,3
BK00002363,GUEST000011,PROP001,PROP001_R0028,2023-07-13,2023-07-19,2023-07-20,1,Airbnb,353.77,353.77,Completed,PayPal,1
BK00002364,GUEST002196,PROP009,PROP009_R0013,2024-07-15,2024-08-23,2024-08-24,1,Direct Website,693.02,693.02,Completed,PayPal,1
BK00002365,GUEST003056,PROP004,PROP004_R0025,2022-07-28,2022-09-12,2022-09-14,2,Booking.com,486.87,973.74,Completed,Bank Transfer,1
BK00002366,GUEST002843,PROP004,PROP004_R0023,2022-03-02,2022-04-24,2022-04-27,3,Hotel.com,274.38,823.15,Cancelled,Bank Transfer,3
BK00002367,GUEST002611,PROP004,PROP004_R0016,2024-06-26,2024-08-25,2024-08-26,1,Booking.com,381.12,381.12,Completed,Cash,2
BK00002368,GUEST004347,PROP003,PROP003_R0016,2022-09-26,2022-11-25,2022-11-28,3,Expedia,175.09,525.26,Completed,PayPal,1
BK00002369,GUEST002370,PROP007,PROP007_R0010,2022-08-29,2022-10-09,2022-10-14,5,Airbnb,204.73,1023.66,Completed,Cash,3
BK00002370,GUEST004560,PROP008,PROP008_R0006,2022-03-25,2022-05-03,2022-05-07,4,Direct Website,406.37,1625.49,Completed,Credit Card,4
BK00002371,GUEST001969,PROP009,PROP009_R0017,2022-03-01,2022-03-10,2022-03-13,3,Booking.com,379.37,1138.12,Completed,Credit Card,1
BK00002372,GUEST000195,PROP002,PROP002_R0019,2023-09-07,2023-09-14,2023-09-21,7,Direct Website,180.95,1266.65,Completed,Bank Transfer,3
BK00002373,GUEST001988,PROP006,PROP006_R0023,2023-09-10,2023-09-15,2023-09-16,1,Travel Agency,449.29,449.29,Completed,PayPal,3
BK00002374,GUEST004183,PROP003,PROP003_R0002,2022-07-15,2022-09-13,2022-09-20,7,Booking.com,199.43,1395.98,Completed,Bank Transfer,3
BK00002375,GUEST003847,PROP005,PROP005_R0025,2024-04-19,2024-06-10,2024-06-12,2,Corporate,128.05,256.11,Completed,PayPal,4
BK00002376,GUEST001056,PROP005,PROP005_R0026,2022-03-16,2022-03-28,2022-04-04,7,Airbnb,252.19,1765.32,Completed,Credit Card,1
BK00002377,GUEST004551,PROP009,PROP009_R0028,2023-04-03,2023-04-05,2023-04-15,10,Direct Website,316.15,3161.48,Completed,Bank Transfer,4
BK00002378,GUEST002821,PROP004,PROP004_R0020,2024-10-16,2024-12-14,2024-12-18,4,Booking.com,314.03,1256.11,Completed,Bank Transfer,1
BK00002379,GUEST003807,PROP004,PROP004_R0007,2022-08-25,2022-10-07,2022-10-14,7,Direct Website,289.15,2024.05,Completed,Bank Transfer,2
BK00002380,GUEST001818,PROP002,PROP002_R0021,2024-06-29,2024-07-16,2024-07-21,5,Direct Website,537.67,2688.35,Completed,Bank Transfer,2
BK00002381,GUEST004885,PROP007,PROP007_R0005,2022-01-29,2022-02-19,2022-02-21,2,Corporate,383.95,767.89,Completed,Credit Card,3
BK00002382,GUEST002648,PROP009,PROP009_R0011,2023-12-07,2024-02-04,2024-02-06,2,Travel Agency,410.86,821.72,Completed,Cash,4
BK00002383,GUEST004853,PROP006,PROP006_R0029,2023-09-19,2023-11-03,2023-11-10,7,Corporate,316.75,2217.23,Completed,Credit Card,1
BK00002384,GUEST002280,PROP009,PROP009_R0030,2023-01-18,2023-02-24,2023-02-26,2,Expedia,56.22,112.43,Completed,Bank Transfer,1
BK00002385,GUEST004938,PROP007,PROP007_R0010,2024-05-30,2024-07-06,2024-07-13,7,Corporate,270.68,1894.73,Completed,Bank Transfer,1
BK00002386,GUEST002944,PROP005,PROP005_R0005,2022-11-10,2022-12-14,2022-12-28,14,Direct Website,378.15,5294.12,Completed,Bank Transfer,4
BK00002387,GUEST003091,PROP001,PROP001_R0029,2022-05-17,2022-07-03,2022-07-05,2,Hotel.com,415.72,831.45,Completed,Cash,1
BK00002388,GUEST002717,PROP007,PROP007_R0019,2024-05-10,2024-06-09,2024-06-12,3,Hotel.com,597.86,1793.57,Completed,Cash,2
BK00002389,GUEST003706,PROP004,PROP004_R0006,2023-07-14,2023-08-07,2023-08-11,4,Corporate,189.65,758.59,Completed,Credit Card,4
BK00002390,GUEST000680,PROP001,PROP001_R0016,2024-03-28,2024-04-18,2024-04-22,4,Expedia,243.41,973.64,Completed,PayPal,2
BK00002391,GUEST003395,PROP008,PROP008_R0030,2022-07-10,2022-09-08,2022-09-13,5,Booking.com,172.55,862.73,Completed,Cash,2
BK00002392,GUEST004589,PROP007,PROP007_R0006,2022-05-22,2022-06-11,2022-06-16,5,Expedia,245.31,1226.57,Completed,Cash,1
BK00002393,GUEST002931,PROP003,PROP003_R0021,2023-03-27,2023-05-07,2023-05-10,3,Booking.com,269.94,809.81,Completed,PayPal,1
BK00002394,GUEST002297,PROP009,PROP009_R0026,2023-02-03,2023-03-06,2023-03-10,4,Airbnb,404.92,1619.69,Completed,Credit Card,4
BK00002395,GUEST001317,PROP010,PROP010_R0029,2024-03-25,2024-04-13,2024-04-15,2,Hotel.com,270.05,540.1,Completed,PayPal,3
BK00002396,GUEST003767,PROP005,PROP005_R0022,2024-10-18,2024-12-13,2024-12-15,2,Expedia,276.54,553.07,Completed,Bank Transfer,2
